id,title,description,type,location,city,city_aliases,venue_type,indoor_outdoor,season,month_start,month_end,age_min,age_max,duration_minutes,price_dt,budget_level,requires_authorization,tags,educational_value,recommended_label,source_url,source_type
108,Atelier sciences ludiques - Musée archéologique de Nabeul,Expériences simples et sécurisées adaptées aux enfants. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.,ATELIER,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ALL,1,12,4,6,75,17,LOW,false,science;curiosite;observation;experience,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
109,Visite découverte musée - Musée archéologique de Nabeul,Parcours très court centré sur l'observation et la curiosité. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.,SORTIE,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ALL,1,12,4,6,60,12,LOW,true,musee;culture;observation;patrimoine,HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
110,Parcours nature et observation - Musée archéologique de Nabeul,"Découverte des arbres, des insectes et des saisons dans un espace vert. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",SORTIE,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,90,2,LOW,true,nature;plein_air;observation;saisons,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
111,Jeux moteurs en plein air - Musée archéologique de Nabeul,"Parcours moteur, jeux collectifs et coordination en extérieur. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ACTIVITE,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,60,2,LOW,false,motricite;plein_air;cooperation,HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
112,Atelier jardinage - Musée archéologique de Nabeul,"Plantation de graines, arrosage et découverte du vivant. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ATELIER,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,45,7,LOW,false,jardinage;nature;botanique;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
113,Jeux d'eau encadrés - Musée archéologique de Nabeul,"Jeux sensoriels d'été avec eau, bacs et activités rafraîchissantes. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ACTIVITE,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ETE,6,8,2,6,45,10,LOW,false,ete;eau;sensoriel;motricite,HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
114,Atelier musique et rythme - Musée archéologique de Nabeul,"Chansons, percussions douces et expression corporelle. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ATELIER,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ALL,1,12,2,6,60,12,LOW,false,musique;rythme;expression;groupe,HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
115,Mini exploration planétarium - Musée archéologique de Nabeul,Découverte visuelle de l'espace et des étoiles en séance courte. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.,SORTIE,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ALL,1,12,4,6,45,16,LOW,true,astronomie;planetes;science;immersion,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
116,Atelier patrimoine visuel - Musée archéologique de Nabeul,"Observation de formes, mosaïques et objets anciens avec langage adapté. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ATELIER,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ALL,1,12,4,6,90,12,LOW,true,patrimoine;mosaïque;culture;formes,HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
117,Pique-nique pédagogique - Musée archéologique de Nabeul,"Temps calme en extérieur avec règles de groupe, repas et jeux libres. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ACTIVITE,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,PRINTEMPS,3,5,2,6,45,8,LOW,true,pique_nique;autonomie;plein_air;vie_collective,MEDIUM,RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
118,Atelier collage nature - Musée archéologique de Nabeul,"Feuilles, fleurs et textures pour créer une œuvre simple. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ATELIER,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,AUTOMNE,9,11,2,6,45,9,LOW,false,nature;automne;collage;textures,HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
119,Visite marine sensorielle - Musée archéologique de Nabeul,Découverte du monde marin avec vocabulaire simple et observation. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.,SORTIE,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,ALL,1,12,3,6,90,17,LOW,true,mer;poissons;marine;observation,VERY_HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
120,Atelier théâtre et marionnettes - Musée archéologique de Nabeul,"Jeu symbolique, histoires courtes et manipulation de marionnettes. Lieu: Musée archéologique de Nabeul. Contexte: Musée archéologique du Cap Bon.",ATELIER,Musée archéologique de Nabeul,nabeul,nabeul|hammamet|cap bon,MUSEUM,INDOOR,HIVER,11,2,3,6,75,12,LOW,false,theatre;marionnettes;expression;langage,HIGH,HIGHLY_RECOMMENDED,https://www.patrimoinedetunisie.com.tn/musees/le-musee-de-nabeul/apercu/,verified_venue + synthetic_activity_template
121,Atelier musique et rythme - Centre culturel de Sousse,Activité pédagogique en contexte tunisien pour enfants de maternelle. Lieu: Centre culturel de Sousse.,ATELIER,Centre culturel de Sousse,sousse,sousse,CULTURAL_CENTER,INDOOR,ALL,1,12,2,6,60,12,LOW,false,musique;rythme;culture;groupe,HIGH,RECOMMENDED,,synthetic_tunisia_context
122,Jeux moteurs en plein air - Parc urbain de Sousse,Activité pédagogique en contexte tunisien pour enfants de maternelle. Lieu: Parc urbain de Sousse.,ACTIVITE,Parc urbain de Sousse,sousse,sousse,PARK,OUTDOOR,PRINTEMPS,3,5,2,6,60,0,LOW,false,motricite;plein_air;cooperation,HIGH,RECOMMENDED,,synthetic_tunisia_context
123,Atelier théâtre et marionnettes - Bab Bhar Cultural Center,Activité pédagogique en contexte tunisien pour enfants de maternelle. Lieu: Bab Bhar Cultural Center.,ATELIER,Bab Bhar Cultural Center,sfax,sfax,CULTURAL_CENTER,INDOOR,HIVER,11,2,3,6,60,10,LOW,false,theatre;marionnettes;expression;langage,HIGH,RECOMMENDED,,synthetic_tunisia_context
124,Parcours patrimoine visuel - Médina de Sfax,Activité pédagogique en contexte tunisien pour enfants de maternelle. Lieu: Médina de Sfax.,SORTIE,Médina de Sfax,sfax,sfax,HERITAGE_SITE,OUTDOOR,AUTOMNE,9,11,4,6,60,0,LOW,true,medina;patrimoine;culture;observation,HIGH,RECOMMENDED,,synthetic_tunisia_context
