season,month,age_group,budget_level,outdoor_preferred,city_context,event_type,indoor_outdoor,title,description,suggested_location,requires_authorization,price,relevance_label
ETE,JUNE,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,20.2,HIGH
ETE,JUNE,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,19.0,HIGH
ETE,JUNE,4-5 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,11.1,HIGH
ETE,JUNE,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,18.8,HIGH
ETE,JUNE,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,17.9,HIGH
ETE,JUNE,2-6 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,7.8,HIGH
ETE,JUNE,2-6 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,8.9,HIGH
ETE,JULY,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,24.4,HIGH
ETE,JULY,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,13.6,HIGH
ETE,JULY,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,11.7,HIGH
ETE,JULY,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,18.7,HIGH
ETE,JULY,4-5 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,16.3,HIGH
ETE,JULY,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,18.0,HIGH
ETE,JULY,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,13.5,HIGH
ETE,JULY,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,17.8,HIGH
ETE,JULY,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,13.9,HIGH
ETE,AUGUST,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,12.8,HIGH
ETE,AUGUST,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,10.8,HIGH
ETE,AUGUST,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,16.3,HIGH
ETE,AUGUST,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,24.5,HIGH
ETE,AUGUST,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,20.3,HIGH
ETE,AUGUST,4-5 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,10.6,HIGH
ETE,AUGUST,2-6 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,5.8,HIGH
ETE,AUGUST,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,12.1,HIGH
ETE,AUGUST,2-6 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,4.4,HIGH
AUTOMNE,SEPTEMBER,2-3 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,9.3,HIGH
AUTOMNE,SEPTEMBER,2-3 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,8.4,HIGH
AUTOMNE,SEPTEMBER,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,27.4,HIGH
AUTOMNE,SEPTEMBER,4-5 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,6.0,HIGH
AUTOMNE,SEPTEMBER,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,26.9,HIGH
AUTOMNE,SEPTEMBER,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,18.3,HIGH
AUTOMNE,SEPTEMBER,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,19.6,HIGH
AUTOMNE,SEPTEMBER,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,11.3,HIGH
AUTOMNE,SEPTEMBER,2-6 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,6.0,HIGH
AUTOMNE,OCTOBER,2-3 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,6.5,HIGH
AUTOMNE,OCTOBER,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,25.2,HIGH
AUTOMNE,OCTOBER,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,23.4,HIGH
AUTOMNE,OCTOBER,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,20.8,HIGH
AUTOMNE,OCTOBER,4-5 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,4.6,HIGH
AUTOMNE,OCTOBER,4-5 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,14.6,HIGH
AUTOMNE,OCTOBER,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,11.2,HIGH
AUTOMNE,OCTOBER,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,10.0,HIGH
AUTOMNE,OCTOBER,2-6 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,5.8,HIGH
AUTOMNE,NOVEMBER,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,24.3,HIGH
AUTOMNE,NOVEMBER,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,11.6,HIGH
AUTOMNE,NOVEMBER,2-3 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,5.2,HIGH
AUTOMNE,NOVEMBER,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,20.9,HIGH
AUTOMNE,NOVEMBER,4-5 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,6.8,HIGH
AUTOMNE,NOVEMBER,4-5 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,5.9,HIGH
AUTOMNE,NOVEMBER,2-6 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,13.8,HIGH
AUTOMNE,NOVEMBER,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,20.7,HIGH
AUTOMNE,NOVEMBER,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,23.4,HIGH
HIVER,DECEMBER,2-3 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,6.2,HIGH
HIVER,DECEMBER,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,13.0,HIGH
HIVER,DECEMBER,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,10.4,HIGH
HIVER,DECEMBER,4-5 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,13.7,HIGH
HIVER,DECEMBER,4-5 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,9.0,HIGH
HIVER,DECEMBER,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,18.6,HIGH
HIVER,DECEMBER,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,24.7,HIGH
HIVER,DECEMBER,2-6 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,8.0,HIGH
HIVER,DECEMBER,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,22.1,HIGH
HIVER,JANUARY,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,20.3,HIGH
HIVER,JANUARY,2-3 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,9.0,HIGH
HIVER,JANUARY,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,22.2,HIGH
HIVER,JANUARY,4-5 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,24.9,HIGH
HIVER,JANUARY,4-5 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,14.6,HIGH
HIVER,JANUARY,4-5 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,6.9,HIGH
HIVER,JANUARY,2-6 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,6.4,HIGH
HIVER,JANUARY,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,18.3,HIGH
HIVER,JANUARY,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,27.0,HIGH
HIVER,FEBRUARY,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,24.8,HIGH
HIVER,FEBRUARY,2-3 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,19.5,HIGH
HIVER,FEBRUARY,2-3 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,11.4,HIGH
HIVER,FEBRUARY,4-5 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,9.8,HIGH
HIVER,FEBRUARY,4-5 ans,LOW,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,4.8,HIGH
HIVER,FEBRUARY,4-5 ans,MEDIUM,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,10.6,HIGH
HIVER,FEBRUARY,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie decouverte de la medina,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Medina de Hammamet, Hammamet, Tunisie",True,22.4,HIGH
HIVER,FEBRUARY,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Balade encadree a Yasmine Hammamet,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Yasmine Hammamet, Hammamet, Tunisie",True,19.5,HIGH
HIVER,FEBRUARY,2-6 ans,HIGH,True,Nabeul,SORTIE,OUTDOOR,Sortie ludique a Funny Land,"Activite encadree avec decouverte, observation et temps de repos adaptes aux enfants.","Funny Land, Hammamet, Tunisie",True,20.6,HIGH
PRINTEMPS,MARCH,2-3 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,3.4,HIGH
PRINTEMPS,MARCH,2-3 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,11.9,HIGH
PRINTEMPS,MARCH,4-5 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,11.6,HIGH
PRINTEMPS,MARCH,4-5 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,6.9,HIGH
PRINTEMPS,MARCH,2-6 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,8.8,HIGH
PRINTEMPS,MARCH,2-6 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,3.7,HIGH
PRINTEMPS,APRIL,2-3 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,7.6,HIGH
PRINTEMPS,APRIL,2-3 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,6.9,HIGH
PRINTEMPS,APRIL,4-5 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,14.1,HIGH
PRINTEMPS,APRIL,4-5 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,10.7,HIGH
PRINTEMPS,APRIL,2-6 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,12.0,HIGH
PRINTEMPS,APRIL,2-6 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,8.3,HIGH
PRINTEMPS,MAY,2-3 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,10.8,HIGH
PRINTEMPS,MAY,2-3 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,8.3,HIGH
PRINTEMPS,MAY,4-5 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,12.8,HIGH
PRINTEMPS,MAY,4-5 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,6.7,HIGH
PRINTEMPS,MAY,2-6 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,14.3,HIGH
PRINTEMPS,MAY,2-6 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,4.7,HIGH
ETE,JUNE,2-3 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,10.2,HIGH
ETE,JUNE,2-3 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,14.0,HIGH
ETE,JUNE,4-5 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,7.9,HIGH
ETE,JUNE,4-5 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,3.7,HIGH
ETE,JUNE,2-6 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,13.4,HIGH
ETE,JUNE,2-6 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,9.9,HIGH
ETE,JULY,2-3 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,12.2,HIGH
ETE,JULY,2-3 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,3.9,HIGH
ETE,JULY,4-5 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,7.6,HIGH
ETE,JULY,4-5 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,13.2,HIGH
ETE,JULY,2-6 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,13.7,HIGH
ETE,JULY,2-6 ans,LOW,False,Nabeul,ATELIER,INDOOR,Atelier poterie et couleurs,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Maison de la Culture, Nabeul, Tunisie",False,3.3,HIGH
ETE,AUGUST,2-3 ans,MEDIUM,False,Nabeul,ATELIER,INDOOR,Atelier theatre et expression,Activite creatrice et sensorielle adaptee au rythme des enfants avec materiel simple.,"Centre culturel international de Hammamet, Hammamet, Tunisie",False,8.9,HIGH
